"","Record","label","card_scale_trans_1","card_scale_trans_2","card_scale_trans_3","card_scale_trans_7","merch_scale_trans_1","merch_scale_trans_2","merch_scale_trans_3","merch_scale_trans_7","Card_Scale_State_1","card_scale_dup_1","card_scale_dup_2","card_scale_dup_3","card_scale_dup_7","merch_scale_dup_1","merch_scale_dup_2","merch_scale_dup_3","merch_scale_dup_7","card_scale_amount_1","card_scale_amount_2","card_scale_amount_3","card_scale_amount_7","merch_scale_amount_1","merch_scale_amount_2","merch_scale_amount_3","merch_scale_amount_7"
"30",60169,1,-0.149360113736744,-0.221235236237067,-0.265832254777512,0.28250842024084,-0.388579849424716,-0.435229724498405,-0.47282667201989,0.115028490351403,0.906614486510356,0.855230572854257,1.00831771428508,1.10922650099724,-0.0147247221589797,1.05170979358846,1.17024643460158,1.24638722065606,-0.203305700106646,1.64854287842297,1.50569625492709,1.43017820898616,1.3465431925483,-0.171272805307274,-0.21890386630365,-0.255897096838384,0.669796256075898
"31",53677,1,-0.768046659300654,-0.820723924647538,-0.860464231584182,-1.00376540586847,-0.657994418825907,-0.706039562586744,-0.744235289613827,-0.761757787563418,0.906614486510356,0.855230572854257,1.00831771428508,1.10922650099724,1.38721099002224,-0.258522821524061,-0.109795045409297,-0.0072854330334061,-0.540264981233524,-0.771914932382842,-0.828686168506634,-0.867478869486261,-1.00018026796488,-0.725569408221085,-0.774180609805163,-0.812057637118589,-0.821179237415719
"32",38575,0,-0.149360113736744,0.48530500370892,0.434984003589263,0.28250842024084,0.678301845369862,0.637177234422928,0.601951453617706,0.481280986422899,0.906614486510356,0.855230572854257,-0.458062775611813,-0.321548856212576,-0.0147247221589797,1.05170979358846,1.17024643460158,1.24638722065606,1.48149070603318,-0.628077304851463,-0.0802880312421322,-0.130854801461842,-0.264668472060813,1.63988303897931,1.59545457318728,1.56134913541525,1.4618848775424
"33",64338,0,-0.822001881293974,-0.790849073054406,-0.830831408771612,-0.246124132009176,-0.715909275297375,-0.63734876111811,-0.675392607919964,-0.773000705768774,-0.475816303328978,-0.688151344500682,-1.33789106954995,-1.18001407053847,-1.32903945232887,-1.43437260432272,-1.35377901894676,-1.23741493830055,-1.02778053703228,-0.78579144411915,-0.840127164355581,-0.87873987150504,-0.640785676010137,-0.708749808303313,-0.683369096862002,-0.721101585545794,-0.815598448303164
"34",51817,1,0.032931457720796,-0.0446001762505701,-0.0906281901858184,-0.239381370003957,-0.0574786338315137,-0.102413771444836,-0.139274839958407,-0.276482798214704,0.906614486510356,0.855230572854257,1.00831771428508,1.10922650099724,1.38721099002224,-1.19440326077784,-1.02411038816449,-0.902765899846998,-0.684676101644266,-0.560091281057603,-0.624395308192166,-0.666401986593235,-0.799407002848766,-0.506108104990638,-0.554331241852012,-0.591858349660492,-0.73298835135144
"35",55198,1,-0.824514082111506,-0.875439162086812,-0.862823882262157,-0.645295651215263,2.10081077176263,2.06705317965137,2.03498895446784,1.94629097048099,-0.475816303328978,-0.688151344500682,-0.458062775611813,-1.03693653481749,-1.26088979964094,1.05170979358846,1.17024643460158,1.24638722065606,1.48149070603318,-0.67706416476664,-0.737208447259647,-0.742057679656487,-0.668248242792794,2.00744927787421,1.96367076489151,1.93015139215444,1.83782366014944
"36",65256,1,-0.392415542346797,-0.456748649552395,-0.499437674233104,-0.645295651215263,-0.665178807334421,-0.713261158292825,-0.671859658217229,-0.820950110188455,-0.475816303328978,-0.688151344500682,-0.458062775611813,-0.321548856212576,-0.0147247221589797,1.05170979358846,1.17024643460158,-0.0072854330334061,0.217893401491491,-0.540504014400169,-0.605504596326747,-0.647808470241716,-0.780841561877964,-0.7050057981442,-0.753580637911754,-0.772228821830354,-0.91684909092673
"37",31593,0,-0.805609770983887,-0.857121452188454,-0.896566887307609,-0.830856465289996,2.10081077176263,2.06705317965137,2.03498895446784,1.94629097048099,0.906614486510356,0.855230572854257,1.00831771428508,1.10922650099724,-0.71569257824959,1.05170979358846,1.17024643460158,1.24638722065606,1.48149070603318,-0.787940344212005,-0.844141690781505,-0.882691239956149,-0.955425808401829,2.00744927787421,1.96367076489151,1.93015139215444,1.83782366014944
"38",24451,0,2.76730502958389,2.60492572354688,2.53743277868959,2.37006758149064,-0.699753677073135,-0.748015087517128,-0.786303625330856,-0.686148844377701,0.906614486510356,0.855230572854257,1.00831771428508,1.10922650099724,1.38721099002224,-0.258522821524061,-0.109795045409297,-0.0072854330334061,-0.85130431774387,2.51234593252963,2.33878107740106,2.25015664150157,2.1127477415237,-0.727589834039558,-0.776204608262518,-0.814084857038643,-0.745189185577498
"39",46259,1,0.944389315008495,0.838575123681913,0.78539213277265,0.630434947070705,-0.647765797865849,-0.598817226683048,-0.58819833525793,-0.636099509525655,0.906614486510356,0.855230572854257,1.00831771428508,1.10922650099724,1.38721099002224,-0.258522821524061,-0.749815785414733,-0.759489025247088,-0.684676101644266,2.03298978692173,1.87647160993295,1.79512039299016,1.65839857916426,-0.659571775979686,-0.638303092727496,-0.642112518128093,-0.56978248187399
"40",60309,1,0.032931457720796,-0.0446001762505701,-0.0906281901858184,-0.239381370003957,2.10081077176263,2.06705317965137,2.03498895446784,1.94629097048099,-0.936626566700918,-0.173690705279477,0.0307307211182417,0.155376262952748,0.452587181994889,0.178221383600794,0.316885448012997,0.410605451613329,0.639092503089627,1.88482742879134,1.7335781448311,1.65447497896904,1.51796553362631,2.00744927787421,1.96367076489151,1.93015139215444,1.83782366014944
"41",51640,0,-0.422797470923054,-0.486187826216812,-0.528638351665053,-0.674289528405984,-0.0329526178265232,-0.0777607381912943,-0.114567296807358,-0.251224005492203,0.906614486510356,0.855230572854257,1.00831771428508,1.10922650099724,1.38721099002224,1.05170979358846,1.17024643460158,1.24638722065606,1.48149070603318,-0.447742215517991,-0.516041556819081,-0.559752895405272,-0.692918947363408,-0.585569020762554,-0.633932665180822,-0.671586469240029,-0.814259253627048
"42",49661,0,-0.790578711565946,-0.842556806874795,-0.851382681206805,-0.781109076064684,-0.698507093745471,-0.746762048270148,-0.758517309064722,-0.718088744256048,-1.60689604046774,0.574615678817784,0.74170307978503,0.155376262952748,-0.764597312493256,-0.769291467995635,-0.608794266335023,-0.775665446576928,-0.909098789055938,-0.772022574953706,-0.828789983098456,-0.860479629968081,-0.944026575899827,-0.700456949366482,-0.749023745585065,-0.770577536599058,-0.796825126273735
"43",38820,0,-0.700680964016356,-0.496958256707623,-0.53932152637801,-0.684897044391967,-0.547998953235875,-0.496862308331311,-0.534595529801977,-0.680623483369952,-0.475816303328978,-0.688151344500682,-1.33789106954995,-1.18001407053847,-0.855886149467712,-0.258522821524061,-0.53647553883159,-0.425176317680141,-0.203305700106646,-0.532986943187514,-0.367162259693141,-0.413215820937952,-0.546603137928898,-0.57032272702268,-0.615040301089274,-0.652664035469253,-0.794970660435498
"44",53853,0,-0.215647958050428,-0.285466167126974,-0.0109899789865389,-0.160307159434609,-0.0329526178265232,-0.0777607381912943,-0.114567296807358,-0.251224005492203,-0.475816303328978,-0.688151344500682,-0.458062775611813,-0.798473975377901,-0.482036626312849,1.05170979358846,1.17024643460158,1.24638722065606,1.48149070603318,-0.712604038519563,-0.771484465720142,0.0832542554414457,-0.0508827111590456,-0.669359304229508,-0.717871111745462,-0.755658514974063,-0.899958139561909
"45",57951,1,0.336750743483362,0.249791590393591,0.201378584133671,0.050557402444467,2.10081077176263,2.06705317965137,2.03498895446784,1.94629097048099,0.906614486510356,0.855230572854257,1.00831771428508,1.10922650099724,1.38721099002224,1.05170979358846,1.17024643460158,1.24638722065606,1.48149070603318,-0.298952416352218,-0.372542963002162,-0.418511873120526,-0.551891193323778,2.00744927787421,1.96367076489151,1.93015139215444,1.83782366014944
"46",62808,1,0.944389315008495,0.838575123681913,0.78539213277265,0.630434947070705,-0.459705295744354,-0.506723521759828,-0.544478547062397,-0.690727000413374,0.906614486510356,0.855230572854257,1.00831771428508,1.10922650099724,1.38721099002224,1.05170979358846,1.17024643460158,1.24638722065606,1.48149070603318,2.23150386248227,2.06792620480503,1.98356295525907,1.84655659946737,-0.181871755418409,-0.229521558118108,-0.266531688121319,-0.4013664409157
"47",22327,0,-0.27088782804177,0.249791590393591,0.201378584133671,0.050557402444467,-0.6942944871277,-0.717442082129351,-0.755663020892002,-0.649603913115981,0.906614486510356,0.855230572854257,-0.458062775611813,-0.321548856212576,-0.0147247221589797,-0.258522821524061,-0.53647553883159,-0.425176317680141,-0.85130431774387,0.697378649726772,0.995091727069653,0.927606695359927,0.792194791092613,-0.695123999845504,-0.742416680756161,-0.780243151491389,-0.711979937343966
"48",50876,0,-0.650661935244979,-0.706981651199932,-0.74764343240467,-0.674289528405984,-0.733669977874981,-0.729148668795364,-0.767395491607238,-0.896913590738658,0.906614486510356,0.855230572854257,1.00831771428508,1.10922650099724,-0.0147247221589797,1.05170979358846,-0.963156031997875,-0.843067202076141,-0.729804576914777,-0.695868446374794,-0.755344018288326,-0.79529056437568,-0.0281796998868753,-0.728866482671615,-0.713528767380419,-0.751309259190512,-0.886361399922953
"49",44677,0,-0.696234828109363,-0.751140416196556,-0.441036319369206,-0.587307896563213,-0.69551484394279,-0.694809893057601,-0.697943198722124,-0.711502203201635,0.906614486510356,0.855230572854257,1.00831771428508,-0.798473975377901,-0.482036626312849,-1.19440326077784,-1.20697345684353,-1.12899254422265,-0.979198781767843,-0.430006668468011,-0.498936714422136,-0.210210459080713,-0.343904305912312,-0.706367955845906,-0.667439220423678,-0.604031437921642,-0.572582397441648
"50",61346,1,1.37694558619501,1.6768432048407,1.61686904973635,1.736133656198,-0.601813795082043,-0.558679975052366,-0.564274260267558,-0.589246829452748,-1.83930968508416,-2.14696438968405,-1.85702347286134,-1.68654143837004,-1.35854910948585,-1.51634613203208,-1.32720452640919,-1.23399738449812,-1.02691435204804,0.379160193412031,0.607348652969103,0.545963734874454,0.597142033370597,-0.666695594722081,-0.647155741503438,-0.656861882140649,-0.656109322222769
"51",66162,1,-0.561497579621373,-0.620584067531364,-0.661945792135568,-0.655380477875959,2.10081077176263,2.06705317965137,2.03498895446784,1.94629097048099,-0.475816303328978,-0.688151344500682,-0.458062775611813,-0.321548856212576,-0.482036626312849,1.05170979358846,1.17024643460158,1.24638722065606,1.48149070603318,-0.159990383645503,-0.238522644826455,-0.286600010797905,-0.366801518080578,2.00744927787421,1.96367076489151,1.93015139215444,1.83782366014944
"52",41115,0,-0.732693142400871,-0.786467428193856,-0.803124719525373,-0.668490752805474,-0.664598045557969,-0.712677388814371,-0.724155040985186,-0.777517868978693,-1.39743682979637,-0.688151344500682,-0.458062775611813,-0.52594533573222,-0.973943893769451,-1.33053132479556,-1.15710171087041,-1.09000272486069,-0.954359519597576,-0.758418535124358,-0.815669724925601,-0.844530104279346,-0.908393623499926,-0.639760228920948,-0.688219697534883,-0.705419261548029,-0.753515854430217
"53",3289,0,-0.513943256651824,-0.57450535621006,-0.616240383960899,0.630434947070705,2.10081077176263,2.06705317965137,2.03498895446784,1.94629097048099,0.906614486510356,0.855230572854257,1.00831771428508,1.10922650099724,-0.855886149467712,1.05170979358846,1.17024643460158,1.24638722065606,1.48149070603318,-0.443861882156522,-0.512299214412459,-0.556069428841629,0.416484909478118,2.00744927787421,1.96367076489151,1.93015139215444,1.83782366014944
"54",61372,1,1.37694558619501,1.6768432048407,1.61686904973635,1.736133656198,-0.601813795082043,-0.558679975052366,-0.564274260267558,-0.589246829452748,-1.83930968508416,-0.286449201631707,-0.356933086714085,-0.239320387361366,-0.0800999626902168,-0.140601886163934,-0.184170544330836,-0.52627895092896,-0.533688638342331,0.379160193412031,0.607348652969103,0.545963734874454,0.597142033370597,-0.666695594722081,-0.647155741503438,-0.656861882140649,-0.656109322222769
"55",64404,0,-0.797507923363552,-0.849271005077944,-0.849845803416491,-0.954563675033964,-0.657994418825907,-0.706039562586744,-0.744235289613827,-0.776555868219678,-0.475816303328978,-0.688151344500682,-0.458062775611813,-0.798473975377901,-0.71569257824959,-0.695267026648915,-0.53647553883159,-0.425176317680141,-0.684676101644266,-0.617456027019873,-0.679720071132935,-0.533733868431473,-0.66247905308644,-0.684330023841323,-0.732868303456798,-0.770679576679798,-0.870764110910462
"56",29905,1,0.032931457720796,-0.0446001762505701,-0.0906281901858184,-0.239381370003957,-0.69868679537834,-0.724064665434551,-0.762300247191616,-0.725887240180265,-0.475816303328978,-0.688151344500682,-0.458062775611813,-0.321548856212576,-0.0147247221589797,-0.913639129080319,-0.963156031997875,-0.843067202076141,-0.930831420830624,-0.680007182150258,-0.740046806228807,-0.780234013632453,-0.913067148141144,-0.726645484192436,-0.714407568215356,-0.752189458753842,-0.741585642579916
"57",50212,0,-0.820656059404291,-0.843663542889795,-0.883218006229233,-0.99874482125512,-0.525359553887991,-0.572717796125656,-0.61061873937993,-0.758342845873512,-0.475816303328978,-0.688151344500682,-0.946856272341868,-0.798473975377901,-0.71569257824959,1.05170979358846,1.17024643460158,1.24638722065606,1.48149070603318,-0.670416268340965,-0.664685112331639,-0.706057936996262,-0.802997000894748,-0.19149125853487,-0.239158070776547,-0.276183538540575,-0.411205059893007
"58",6273,0,-0.357693338143906,0.0815677239640831,0.0345175701867616,0.381915999373746,-0.659281174975271,-0.621967254670219,-0.659977091918441,-0.808802432061604,0.906614486510356,0.855230572854257,-0.458062775611813,-0.321548856212576,-0.482036626312849,-0.258522821524061,-0.749815785414733,-0.634121759878141,-0.413905250779355,-0.443824665348312,0.551379468470151,0.4908750777329,1.26767927480527,-0.64755118644858,-0.656447487038491,-0.694137126430733,-0.837246278347851
"59",9784,0,-0.392415542346797,0.48530500370892,0.434984003589263,0.28250842024084,-0.270037438891985,0.16055191934678,0.124272286667664,-0.00705567477787246,-0.475816303328978,-0.688151344500682,-1.43564976877865,-1.27539909425707,-0.94934853018633,1.05170979358846,-0.109795045409297,-0.0072854330334061,0.217893401491491,-0.325404331658771,1.07254576025737,1.00384219451427,0.868315177512921,-0.235717670453398,0.154804344472704,0.118405919976623,-0.00898007931752654
